ID,tid,confirmed_planet
1151,TIC 275722992,1
1152,TIC 229941504,0
1153,TIC 279177746,1
1154,TIC 229942262,0
1155,TIC 87496982,0
1156,TIC 358186451,1
1157,TIC 97487469,0
1158,TIC 193336820,1
1159,TIC 97487520,0
1160,TIC 188646744,1
1161,TIC 97487557,0
1162,TIC 97491170,0
1163,TIC 18318288,1
1164,TIC 97491649,0
1165,TIC 97504510,0
1166,TIC 229942746,0
1167,TIC 232624234,1
1168,TIC 229943561,0
1169,TIC 229945268,0
1170,TIC 26880783,1
1171,TIC 229946444,0
1172,TIC 229947263,0
1173,TIC 277014266,1
1174,TIC 229947292,0
1175,TIC 293954617,1
1176,TIC 97521986,0
1177,TIC 97522284,0
1178,TIC 375506058,1
1179,TIC 97522966,0
1180,TIC 97524628,0
1181,TIC 97525063,0
1182,TIC 97524963,0
1183,TIC 229947575,0
1184,TIC 229948495,0
1185,TIC 229950089,0
1186,TIC 229950972,0
1187,TIC 229951338,0
1188,TIC 229951694,0
1189,TIC 237086564,1
1190,TIC 229952300,0
1191,TIC 97525335,0
1192,TIC 97525901,0
1193,TIC 276376289,1
1194,TIC 97526206,0
1195,TIC 256783784,1
1196,TIC 97526656,0
1197,TIC 97526835,0
1198,TIC 97546368,0
1199,TIC 284475976,1
1200,TIC 97546370,0
1201,TIC 286201103,1
1202,TIC 229955280,0
1203,TIC 287643871,1
1204,TIC 229956417,0
1205,TIC 229956797,0
1206,TIC 229957585,0
1207,TIC 329277372,1
1208,TIC 229959155,0
1209,TIC 352764091,1
1210,TIC 97546647,0
1211,TIC 365673804,1
1212,TIC 98349538,0
1213,TIC 399956873,1
1214,TIC 98349609,0
1215,TIC 316468545,1
1216,TIC 98350062,0
1217,TIC 98366258,0
1218,TIC 98366307,0
1219,TIC 329864959,1
1220,TIC 119558061,0
1221,TIC 422385684,1
1222,TIC 119558390,0
1223,TIC 119559822,0
1224,TIC 119571189,0
1225,TIC 369532319,1
1226,TIC 119572077,0
1227,TIC 13684720,1
1228,TIC 119572413,0
1229,TIC 119572599,0
1230,TIC 119573602,0
1231,TIC 64531556,1
1232,TIC 139271593,0
1233,TIC 402898317,1
1234,TIC 139271817,0
1235,TIC 164458714,1
1236,TIC 139302251,0
1237,TIC 139302264,0
1238,TIC 417676622,1
1239,TIC 156941199,0
1240,TIC 316038054,1
1241,TIC 156941319,0
1242,TIC 156941650,0
1243,TIC 156941999,0
1244,TIC 207491214,1
1245,TIC 156942007,0
1246,TIC 331034236,1
1247,TIC 156984152,0
1248,TIC 156984268,0
1249,TIC 387834907,1
1250,TIC 159418499,0
1251,TIC 219847787,1
1252,TIC 159505220,0
1253,TIC 159455497,0
1254,TIC 229742722,1
1255,TIC 239332587,1
1256,TIC 159505342,0
1257,TIC 159505985,0
1258,TIC 159506628,0
1259,TIC 272672133,1
1260,TIC 159507267,0
1261,TIC 277507814,1
1262,TIC 159507445,0
1263,TIC 159507614,0
1264,TIC 159509446,0
1265,TIC 159523958,0
1266,TIC 159524336,0
1267,TIC 408636441,1
1268,TIC 159524891,0
1269,TIC 159525900,0
1270,TIC 126606859,1
1271,TIC 159526509,0
1272,TIC 158276040,1
1273,TIC 159526552,0
1274,TIC 159526950,0
1275,TIC 159527102,0
1276,TIC 159923025,0
1277,TIC 159923054,0
1278,TIC 159107668,1
1279,TIC 159981231,0
1280,TIC 160395409,0
1281,TIC 160408344,0
1282,TIC 163539739,1
1283,TIC 160408408,0
1284,TIC 194076601,1
1285,TIC 160409535,0
1286,TIC 202563254,1
1287,TIC 160409816,0
1288,TIC 160410561,0
1289,TIC 203189770,1
1290,TIC 160419801,0
1291,TIC 199376584,1
1292,TIC 160419797,0
1293,TIC 298428237,1
1294,TIC 160420647,0
1295,TIC 312083267,1
1296,TIC 160421169,0
1297,TIC 236934268,1
1298,TIC 160421259,0
1299,TIC 160421373,0
1300,TIC 160422712,0
1301,TIC 160423655,0
1302,TIC 160423353,0
1303,TIC 66445643,1
1304,TIC 160424623,0
1305,TIC 160424753,0
1306,TIC 160438083,0
1307,TIC 160438146,0
1308,TIC 160438697,0
1309,TIC 160439491,0
1310,TIC 160439300,0
1311,TIC 352011875,1
1312,TIC 160439710,0
1313,TIC 357457104,1
1314,TIC 160439772,0
1315,TIC 378159598,1
1316,TIC 160440137,0
1317,TIC 406672232,1
1318,TIC 160471611,0
1319,TIC 154383539,1
1320,TIC 160472086,0
1321,TIC 160472514,0
1322,TIC 190743990,1
1323,TIC 160473192,0
1324,TIC 199444169,1
1325,TIC 160473955,0
1326,TIC 199949052,1
1327,TIC 160473764,0
1328,TIC 261135533,1
1329,TIC 160474134,0
1330,TIC 160474438,0
1331,TIC 266688542,1
1332,TIC 160488140,0
1333,TIC 331644554,1
1334,TIC 160488648,0
1335,TIC 160488880,0
1336,TIC 405904232,1
1337,TIC 160489368,0
1338,TIC 308172249,1
1339,TIC 160489521,0
1340,TIC 336840314,1
1341,TIC 160491288,0
1342,TIC 310380289,1
1343,TIC 160491408,0
1344,TIC 316416562,1
1345,TIC 160491524,0
1346,TIC 357373216,1
1347,TIC 160491777,0
1348,TIC 155947004,1
1349,TIC 160491815,0
1350,TIC 160492444,0
1351,TIC 157225097,1
1352,TIC 160492551,0
1353,TIC 328934463,1
1354,TIC 160492565,0
1355,TIC 275501623,1
1356,TIC 160493128,0
1357,TIC 160493182,0
1358,TIC 160493316,0
1359,TIC 160493838,0
1360,TIC 277447970,1
1361,TIC 160519056,0
1362,TIC 160519345,0
1363,TIC 160519380,0
1364,TIC 160520035,0
1365,TIC 160520811,0
1366,TIC 160520917,0
1367,TIC 160521567,0
1368,TIC 155005217,1
1369,TIC 199671901,1
1370,TIC 160535037,0
1371,TIC 160535351,0
1372,TIC 328750515,1
1373,TIC 160535706,0
1374,TIC 160535751,0
1375,TIC 160536227,0
1376,TIC 160536270,0
1377,TIC 160536588,0
1378,TIC 259100469,1
1379,TIC 1151290,0
1380,TIC 4626761,0
1381,TIC 57984377,1
1382,TIC 4630079,0
1383,TIC 4630124,0
1384,TIC 4630477,0
1385,TIC 4632127,0
1386,TIC 4632651,0
1387,TIC 353807936,1
1388,TIC 229960594,0
1389,TIC 64836837,1
1390,TIC 64837857,1
1391,TIC 229963163,0
1392,TIC 229965743,0
1393,TIC 229965957,0
1394,TIC 229966103,0
1395,TIC 229966779,0
1396,TIC 173298412,1
1397,TIC 160550553,0
1398,TIC 160550591,0
1399,TIC 160550963,0
1400,TIC 202375913,1
1401,TIC 160551662,0
1402,TIC 258514800,1
1403,TIC 160552281,0
1404,TIC 265146266,1
1405,TIC 160552591,0
1406,TIC 160552621,0
1407,TIC 4666544,0
1408,TIC 334811204,1
1409,TIC 4667622,0
1410,TIC 4667786,0
1411,TIC 4667801,0
1412,TIC 4668499,0
1413,TIC 364186197,1
1414,TIC 4668925,0
1415,TIC 160553438,0
1416,TIC 267650535,1
1417,TIC 160553892,0
1418,TIC 372264750,1
1419,TIC 160583318,0
1420,TIC 376637093,1
1421,TIC 160583415,0
1422,TIC 160583519,0
1423,TIC 321857016,1
1424,TIC 160583919,0
1425,TIC 160585543,0
1426,TIC 4695099,0
1427,TIC 4694453,0
1428,TIC 4695190,0
1429,TIC 427761355,1
1430,TIC 4696552,0
1431,TIC 240681314,1
1432,TIC 4696496,0
1433,TIC 233211762,1
1434,TIC 4700027,0
1435,TIC 233390838,1
1436,TIC 4701308,0
1437,TIC 350132371,1
1438,TIC 160585671,0
1439,TIC 160585734,0
1440,TIC 252490659,1
1441,TIC 160585813,0
1442,TIC 160600404,0
1443,TIC 252636888,1
1444,TIC 160601624,0
1445,TIC 160601786,0
1446,TIC 271439193,1
1447,TIC 160602372,0
1448,TIC 311703724,1
1449,TIC 4717964,0
1450,TIC 4731251,0
1451,TIC 411608801,1
1452,TIC 4732040,0
1453,TIC 343628284,1
1454,TIC 4732019,0
1455,TIC 4740012,0
1456,TIC 321688498,1
1457,TIC 4740175,0
1458,TIC 5043511,0
1459,TIC 160602609,0
1460,TIC 327369524,1
1461,TIC 160602790,0
1462,TIC 269238073,1
1463,TIC 160602798,0
1464,TIC 160603215,0
1465,TIC 272625214,1
1466,TIC 160603250,0
1467,TIC 160603519,0
1468,TIC 160603568,0
1469,TIC 5043894,0
1470,TIC 5044138,0
1471,TIC 5078324,0
1472,TIC 346929661,1
1473,TIC 5078422,0
1474,TIC 415741431,1
1475,TIC 365733349,1
1476,TIC 160603848,0
1477,TIC 455947620,1
1478,TIC 160603897,0
1479,TIC 160604081,0
1480,TIC 378291076,1
1481,TIC 160604494,0
1482,TIC 160604543,0
1483,TIC 396356111,1
1484,TIC 160619243,0
1485,TIC 435871546,1
1486,TIC 435878153,1
1487,TIC 431156009,1
1488,TIC 431514478,1
1489,TIC 160618097,0
1490,TIC 160618342,0
1491,TIC 125442121,1
1492,TIC 160618494,0
1493,TIC 160618515,0
1494,TIC 173612049,1
1495,TIC 160618897,0
1496,TIC 174041208,1
1497,TIC 174302697,1
1498,TIC 176860064,1
1499,TIC 190998418,1
1500,TIC 191284318,1
1501,TIC 161823742,0
1502,TIC 283474780,1
1503,TIC 161825615,0
1504,TIC 306955329,1
1505,TIC 161825707,0
1506,TIC 333473672,1
1507,TIC 161825869,0
1508,TIC 346418409,1
1509,TIC 352413427,1
1510,TIC 161827704,0
1511,TIC 161838991,0
1512,TIC 432549364,1
1513,TIC 432758245,1
1514,TIC 440100539,1
1515,TIC 82309417,0
1516,TIC 82309686,0
1517,TIC 82310186,0
1518,TIC 82310263,0
1519,TIC 161839798,0
1520,TIC 272050287,1
1521,TIC 161840089,0
1522,TIC 288428649,1
1523,TIC 161840391,0
1524,TIC 161840630,0
1525,TIC 116848450,1
1526,TIC 162554581,0
1527,TIC 375850439,1
1528,TIC 82310544,0
1529,TIC 82310910,0
1530,TIC 82311842,0
1531,TIC 240968774,1
1532,TIC 82311843,0
1533,TIC 241076290,1
1534,TIC 84950408,0
1535,TIC 249945230,1
1536,TIC 84950377,0
1537,TIC 165427762,0
1538,TIC 165427952,0
1539,TIC 251652214,1
1540,TIC 165428216,0
1541,TIC 165428235,0
1542,TIC 165428275,0
1543,TIC 264912889,1
1544,TIC 165428428,0
1545,TIC 285542903,1
1546,TIC 165429056,0
1547,TIC 320324079,1
1548,TIC 84992840,0
1549,TIC 388505345,1
1550,TIC 165429151,0
1551,TIC 428988981,1
1552,TIC 165463437,0
1553,TIC 354151219,1
1554,TIC 165467212,0
1555,TIC 354469661,1
1556,TIC 198157534,0
1557,TIC 237015185,1
1558,TIC 198157910,0
1559,TIC 256429408,1
1560,TIC 198158212,0
1561,TIC 366563452,1
1562,TIC 198158264,0
1563,TIC 366972162,1
1564,TIC 198158395,0
1565,TIC 198158445,0
1566,TIC 22843856,1
1567,TIC 198159069,0
1568,TIC 198159096,0
1569,TIC 198159522,0
1570,TIC 418301643,1
1571,TIC 85268144,0
1572,TIC 419523962,1
1573,TIC 85268295,0
1574,TIC 421973253,1
1575,TIC 85273330,0
1576,TIC 445137888,1
1577,TIC 85274859,0
1578,TIC 85275011,0
1579,TIC 85283539,0
1580,TIC 67418624,1
1581,TIC 22713536,0
1582,TIC 452920657,1
1583,TIC 22713538,0
1584,TIC 22717411,0
1585,TIC 453230066,1
1586,TIC 22717549,0
1587,TIC 22745043,0
1588,TIC 265460043,1
1589,TIC 22751881,0
1590,TIC 22752441,0
1591,TIC 67711670,1
1592,TIC 85283966,0
1593,TIC 85336166,0
1594,TIC 85593751,1
1595,TIC 85336184,0
1596,TIC 86132115,0
1597,TIC 129979528,1
1598,TIC 86152349,0
1599,TIC 129991079,1
1600,TIC 86178367,0
1601,TIC 138017750,1
1602,TIC 86180230,0
1603,TIC 198161846,0
1604,TIC 192415680,1
1605,TIC 198162429,0
1606,TIC 198162957,0
1607,TIC 198162960,0
1608,TIC 379629854,1
1609,TIC 198163129,0
1610,TIC 198163183,0
1611,TIC 422656370,1
1612,TIC 22753854,0
1613,TIC 427654774,1
1614,TIC 22791463,0
1615,TIC 427730490,1
1616,TIC 427866520,1
1617,TIC 200917197,1
1618,TIC 22818511,0
1619,TIC 22818693,0
1620,TIC 285272237,1
1621,TIC 22818880,0
1622,TIC 22819191,0
1623,TIC 292152376,1
1624,TIC 22819226,0
1625,TIC 326919774,1
1626,TIC 22846618,0
1627,TIC 22847876,0
1628,TIC 468574941,1
1629,TIC 470709084,1
1630,TIC 22859629,0
1631,TIC 198177771,0
1632,TIC 198178105,0
1633,TIC 198178340,0
1634,TIC 422923265,1
1635,TIC 198178859,0
1636,TIC 198178888,0
1637,TIC 467580267,1
1638,TIC 86182508,0
1639,TIC 86183067,0
1640,TIC 86182628,0
1641,TIC 34781378,1
1642,TIC 86227581,0
1643,TIC 86227893,0
1644,TIC 86228116,0
1645,TIC 86228325,0
1646,TIC 112099249,1
1647,TIC 22860270,0
1648,TIC 229811538,1
1649,TIC 22860349,0
1650,TIC 243200602,1
1651,TIC 271169413,1
1652,TIC 22861141,0
1653,TIC 22861258,0
1654,TIC 22877116,0
1655,TIC 437333618,1
1656,TIC 198179808,0
1657,TIC 461271719,1
1658,TIC 198180712,0
1659,TIC 1018843,1
1660,TIC 198180690,0
1661,TIC 383645563,1
1662,TIC 198180316,0
1663,TIC 198181034,0
1664,TIC 198181552,0
1665,TIC 19519368,1
1666,TIC 198181553,0
1667,TIC 22877676,0
1668,TIC 22894769,0
1669,TIC 50712784,1
1670,TIC 22894820,0
1671,TIC 22895949,0
1672,TIC 53365065,1
1673,TIC 22896612,0
1674,TIC 22896755,0
1675,TIC 59859387,1
1676,TIC 22897007,0
1677,TIC 60377863,1
1678,TIC 198182444,0
1679,TIC 62530991,1
1680,TIC 198182602,0
1681,TIC 65412605,1
1682,TIC 198182603,0
1683,TIC 198182923,0
1684,TIC 198182753,0
1685,TIC 73038411,1
1686,TIC 198182953,0
1687,TIC 198183379,0
1688,TIC 81089255,1
1689,TIC 86228566,0
1690,TIC 81419525,1
1691,TIC 86228911,0
1692,TIC 82128636,1
1693,TIC 86229031,0
1694,TIC 86263130,0
1695,TIC 88684250,1
1696,TIC 86263675,0
1697,TIC 83092282,1
1698,TIC 88977253,1
1699,TIC 86269020,0
1700,TIC 101011575,1
1701,TIC 86269638,0
1702,TIC 86270142,0
1703,TIC 108940329,1
1704,TIC 22902627,0
1705,TIC 22902829,0
1706,TIC 114018671,1
1707,TIC 22903436,0
1708,TIC 22903810,0
1709,TIC 22903952,0
1710,TIC 22904299,0
1711,TIC 118329434,1
1712,TIC 118603213,1
1713,TIC 118956453,1
1714,TIC 121338379,1
1715,TIC 86276848,0
1716,TIC 86277133,0
1717,TIC 86277270,0
1718,TIC 86280782,0
1719,TIC 131250246,1
1720,TIC 131743355,1
1721,TIC 198184006,0
1722,TIC 198184195,0
1723,TIC 133334108,1
1724,TIC 198184504,0
1725,TIC 198184811,0
1726,TIC 133655284,1
1727,TIC 198185138,0
1728,TIC 198185194,0
1729,TIC 198185267,0
1730,TIC 134471108,1
1731,TIC 198185275,0
1732,TIC 198186425,0
1733,TIC 198187054,0
1734,TIC 198187377,0
1735,TIC 4959676,1
1736,TIC 198187666,0
1737,TIC 198187737,0
1738,TIC 198187775,0
1739,TIC 11417087,1
1740,TIC 11521555,1
1741,TIC 11936042,1
1742,TIC 86282006,0
1743,TIC 86282191,0
1744,TIC 22221375,1
1745,TIC 198187777,0
1746,TIC 198188588,0
1747,TIC 198188604,0
1748,TIC 198189816,0
1749,TIC 198204626,0
1750,TIC 198204693,0
1751,TIC 29781292,1
1752,TIC 29831208,1
1753,TIC 87479887,0
1754,TIC 30037565,1
1755,TIC 87495939,0
1756,TIC 30312676,1
1757,TIC 30853470,1
1758,TIC 87497395,0
1759,TIC 87499014,0
1760,TIC 87499033,0
1761,TIC 32090583,1
1762,TIC 22904403,0
1763,TIC 22947408,0
1764,TIC 141363913,1
1765,TIC 22948044,0
1766,TIC 22949547,0
1767,TIC 22949152,0
1768,TIC 22950273,0
1769,TIC 34986694,1
1770,TIC 22953164,0
1771,TIC 22953276,0
1772,TIC 22953423,0
1773,TIC 22953654,0
1774,TIC 22954075,0
1775,TIC 22954165,0
1776,TIC 22954964,0
1777,TIC 36724087,1
1778,TIC 198204954,0
1779,TIC 38509907,1
1780,TIC 198204753,0
1781,TIC 38510224,1
1782,TIC 198205888,0
1783,TIC 38571020,1
1784,TIC 198205953,0
1785,TIC 38603673,1
1786,TIC 198205121,0
1787,TIC 38696105,1
1788,TIC 198206463,0
1789,TIC 38846515,1
1790,TIC 198206792,0
1791,TIC 38939275,1
1792,TIC 87499137,0
1793,TIC 44764338,1
1794,TIC 98350232,0
1795,TIC 98350165,0
1796,TIC 98350304,0
1797,TIC 98368809,0
1798,TIC 98368845,0
1799,TIC 101624659,0
1800,TIC 46999289,1
1801,TIC 22955318,0
1802,TIC 47384844,1
1803,TIC 22998960,0
1804,TIC 23674019,0
1805,TIC 48476907,1
1806,TIC 23674939,0
1807,TIC 48476908,1
1808,TIC 23676007,0
1809,TIC 23708017,0
1810,TIC 23708215,0
1811,TIC 23708123,0
1812,TIC 54962195,1
1813,TIC 23708421,0
1814,TIC 55092869,1
1815,TIC 23709993,0
1816,TIC 55383975,1
1817,TIC 55525572,1
1818,TIC 23710367,0
1819,TIC 55559618,1
1820,TIC 23710363,0
1821,TIC 55650590,1
1822,TIC 23739343,0
1823,TIC 55652896,1
1824,TIC 101641108,0
1825,TIC 56662591,1
1826,TIC 101641049,0
1827,TIC 101624790,0
1828,TIC 101641239,0
1829,TIC 101641605,0
1830,TIC 75208638,1
1831,TIC 101642558,0
1832,TIC 23739452,0
1833,TIC 51268756,0
1834,TIC 143842198,1
1835,TIC 51268864,0
1836,TIC 51270018,0
1837,TIC 51271073,0
1838,TIC 51271357,0
1839,TIC 116266320,0
1840,TIC 146776480,1
1841,TIC 116279854,0
1842,TIC 51271473,0
1843,TIC 51271608,0
1844,TIC 51271681,0
1845,TIC 51271797,0
1846,TIC 51272328,0
1847,TIC 118084044,1
1848,TIC 51272460,0
1849,TIC 51272496,0
1850,TIC 123106490,1
1851,TIC 126572546,1
1852,TIC 116280139,0
1853,TIC 126733133,1
1854,TIC 126737992,1
1855,TIC 116280345,0
1856,TIC 116282154,0
1857,TIC 116304790,0
1858,TIC 134404603,1
1859,TIC 99320472,0
1860,TIC 99329312,0
1861,TIC 140691463,1
1862,TIC 99330881,0
1863,TIC 140830390,1
1864,TIC 141527965,1
1865,TIC 141768070,1
1866,TIC 141770198,1
1867,TIC 142105158,1
1868,TIC 116304791,0
1869,TIC 135071805,0
1870,TIC 135072125,0
1871,TIC 149302744,1
1872,TIC 135072224,0
1873,TIC 135072406,0
1874,TIC 135072913,0
1875,TIC 149603524,1
1876,TIC 135073807,0
1877,TIC 149989864,1
1878,TIC 136953099,0
1879,TIC 150030205,1
1880,TIC 136953141,0
1881,TIC 150151262,1
1882,TIC 136953133,0
1883,TIC 148479278,1
1884,TIC 136994655,0
1885,TIC 151483286,1
1886,TIC 136998277,0
1887,TIC 137021433,0
1888,TIC 137025582,0
1889,TIC 154459165,1
1890,TIC 135075760,0
1891,TIC 135083478,0
1892,TIC 150299840,1
1893,TIC 135083806,0
1894,TIC 135084460,0
1895,TIC 150428703,1
1896,TIC 135084533,0
1897,TIC 150428135,1
1898,TIC 137025846,0
1899,TIC 150430484,1
1900,TIC 141205596,0
1901,TIC 141209150,0
1902,TIC 150437346,1
1903,TIC 141247332,0
1904,TIC 167303382,1
1905,TIC 141247467,0
1906,TIC 167415965,1
1907,TIC 141247550,0
1908,TIC 167600516,1
1909,TIC 141248866,0
1910,TIC 135084773,0
1911,TIC 168281028,1
1912,TIC 135085033,0
1913,TIC 169226822,1
1914,TIC 135085472,0
1915,TIC 176685457,1
1916,TIC 135085840,0
1917,TIC 135086433,0
1918,TIC 177077336,1
1919,TIC 135087829,0
1920,TIC 177079323,1
1921,TIC 141248963,0
1922,TIC 177115354,1
1923,TIC 141249230,0
1924,TIC 177162886,1
1925,TIC 149970275,0
1926,TIC 179308757,1
1927,TIC 150326112,0
1928,TIC 179317684,1
1929,TIC 150343181,0
1930,TIC 179580045,1
1931,TIC 150362338,0
1932,TIC 180987952,1
1933,TIC 150362418,0
1934,TIC 154219923,0
1935,TIC 154220041,0
1936,TIC 154221698,0
1937,TIC 154221975,0
1938,TIC 190081497,1
1939,TIC 154222089,0
1940,TIC 190990336,1
1941,TIC 154222520,0
1942,TIC 157861535,0
1943,TIC 157862637,0
1944,TIC 157871171,0
1945,TIC 192943720,1
1946,TIC 157877732,0
1947,TIC 192988021,1
1948,TIC 157872765,0
1949,TIC 157878747,0
1950,TIC 157081737,1
1951,TIC 157878789,0
1952,TIC 157878886,0
1953,TIC 157880667,0
1954,TIC 157698565,1
1955,TIC 160039221,0
1956,TIC 220414682,1
1957,TIC 165312931,0
1958,TIC 220435095,1
1959,TIC 135088975,0
1960,TIC 231081369,1
1961,TIC 237914496,1
1962,TIC 237924601,1
1963,TIC 135090910,0
1964,TIC 237922465,1
1965,TIC 237928815,1
1966,TIC 237929468,1
1967,TIC 135099357,0
1968,TIC 238004786,1
1969,TIC 165370459,0
1970,TIC 165370745,0
1971,TIC 238086647,1
1972,TIC 165370366,0
1973,TIC 238197709,1
1974,TIC 165370765,0
1975,TIC 238542895,1
1976,TIC 165370802,0
1977,TIC 255560319,1
1978,TIC 165371059,0
1979,TIC 260004324,1
1980,TIC 165371357,0
1981,TIC 260304296,1
1982,TIC 260367888,1
1983,TIC 260609205,1
1984,TIC 260655847,1
1985,TIC 260708537,1
1986,TIC 165371170,0
1987,TIC 260985861,1
1988,TIC 165371584,0
1989,TIC 261108236,1
1990,TIC 165371681,0
1991,TIC 261136679,1
1992,TIC 165371689,0
1993,TIC 165371932,0
1994,TIC 165373457,0
1995,TIC 165373460,0
1996,TIC 165449422,0
1997,TIC 165471095,0
1998,TIC 268644785,1
1999,TIC 165471200,0
2000,TIC 268643535,1
2001,TIC 165498001,0
2002,TIC 269333648,1
2003,TIC 165498352,0
2004,TIC 165498748,0
2005,TIC 270507305,1
2006,TIC 165499176,0
2007,TIC 271596225,1
2008,TIC 165500284,0
2009,TIC 271893367,1
2010,TIC 165501015,0
2011,TIC 165502288,0
2012,TIC 271971130,1
2013,TIC 165502447,0
2014,TIC 165502479,0
2015,TIC 170434745,1
2016,TIC 165502934,0
2017,TIC 278895705,1
2018,TIC 165528608,0
2019,TIC 278988097,1
2020,TIC 165530450,0
2021,TIC 280206394,1
2022,TIC 165531042,0
2023,TIC 280655495,1
2024,TIC 165531514,0
2025,TIC 280865159,1
2026,TIC 165528875,0
2027,TIC 165529417,0
2028,TIC 286000547,1
2029,TIC 287328202,1
2030,TIC 137832555,0
2031,TIC 137833290,0
2032,TIC 137833894,0
2033,TIC 294324819,1
2034,TIC 137834309,0
2035,TIC 294781547,1
2036,TIC 137834492,0
2037,TIC 297967252,1
2038,TIC 165529451,0
2039,TIC 165531835,0
2040,TIC 165529661,0
2041,TIC 299945285,1
2042,TIC 165529663,0
2043,TIC 300038935,1
2044,TIC 165548236,0
2045,TIC 300293197,1
2046,TIC 165549436,0
2047,TIC 300812741,1
2048,TIC 165549513,0
2049,TIC 300871545,1
2050,TIC 165550022,0
2051,TIC 165550041,0
2052,TIC 165550566,0
2053,TIC 178367144,1
2054,TIC 165551380,0
2055,TIC 180989820,1
2056,TIC 165554927,0
2057,TIC 173092135,0
2058,TIC 182405015,1
2059,TIC 307716123,1
2060,TIC 307849973,1
2061,TIC 218795833,1
2062,TIC 137834559,0
2063,TIC 308050066,1
2064,TIC 137835408,0
2065,TIC 137835423,0
2066,TIC 308307606,1
2067,TIC 137835449,0
2068,TIC 137841274,0
2069,TIC 137843645,0
2070,TIC 308994098,1
2071,TIC 309257814,1
2072,TIC 173096037,0
2073,TIC 309402106,1
2074,TIC 198100575,0
2075,TIC 309792357,1
2076,TIC 198100803,0
2077,TIC 198101068,0
2078,TIC 332564140,1
2079,TIC 198101558,0
2080,TIC 332657786,1
2081,TIC 137843815,0
2082,TIC 138803002,0
2083,TIC 138819130,0
2084,TIC 334632624,1
2085,TIC 339857675,1
2086,TIC 138820223,0
2087,TIC 339961200,1
2088,TIC 340458804,1
2089,TIC 342343963,1
2090,TIC 138822908,0
2091,TIC 344085117,1
2092,TIC 138822910,0
2093,TIC 349518800,1
2094,TIC 198101782,0
2095,TIC 349576261,1
2096,TIC 349789882,1
2097,TIC 198102291,0
2098,TIC 349790953,1
2099,TIC 198102507,0
2100,TIC 349829627,1
2101,TIC 198102841,0
2102,TIC 198103367,0
2103,TIC 350299588,1
2104,TIC 198103435,0
2105,TIC 350445771,1
2106,TIC 198104206,0
2107,TIC 350584963,1
2108,TIC 198104759,0
2109,TIC 350931281,1
2110,TIC 198105837,0
2111,TIC 198105904,0
2112,TIC 198106266,0
2113,TIC 198106374,0
2114,TIC 198479927,0
2115,TIC 259353953,1
2116,TIC 138823901,0
2117,TIC 138849456,0
2118,TIC 358253047,1
2119,TIC 202298454,0
2120,TIC 358557578,1
2121,TIC 219107042,0
2122,TIC 359271092,1
2123,TIC 219112216,0
2124,TIC 219116889,0
2125,TIC 219789588,0
2126,TIC 364393429,1
2127,TIC 219794415,0
2128,TIC 219797791,0
2129,TIC 373844472,1
2130,TIC 375059587,1
2131,TIC 138850670,0
2132,TIC 382045742,1
2133,TIC 138850021,0
2134,TIC 138851014,0
2135,TIC 382437043,1
2136,TIC 138851681,0
2137,TIC 382625239,1
2138,TIC 138851887,0
2139,TIC 382626661,1
2140,TIC 138859675,0
2141,TIC 219797808,0
2142,TIC 219798074,0
2143,TIC 219798244,0
2144,TIC 388104525,1
2145,TIC 219798620,0
2146,TIC 219798745,0
2147,TIC 389924075,1
2148,TIC 219802448,0
2149,TIC 219807052,0
2150,TIC 391903064,1
2151,TIC 138893463,0
2152,TIC 391904697,1
2153,TIC 138894223,0
2154,TIC 391949880,1
2155,TIC 138895130,0
2156,TIC 138895399,0
2157,TIC 400683848,1
2158,TIC 138895756,0
2159,TIC 405485201,1
2160,TIC 138896045,0
2161,TIC 408310006,1
2162,TIC 138896154,0
2163,TIC 410094645,1
2164,TIC 138896513,0
2165,TIC 262746281,1
2166,TIC 138897738,0
2167,TIC 265010875,1
2168,TIC 138898635,0
2169,TIC 138898938,0
2170,TIC 410450228,1
2171,TIC 138907060,0
2172,TIC 413248763,1
2173,TIC 138908410,0
2174,TIC 423275733,1
2175,TIC 138908426,0
2176,TIC 219807735,0
2177,TIC 219808072,0
2178,TIC 434477274,1
2179,TIC 219808183,0
2180,TIC 434486077,1
2181,TIC 219808422,0
2182,TIC 219810383,0
2183,TIC 219812363,0
2184,TIC 219813035,0
2185,TIC 219812867,0
2186,TIC 445903569,1
2187,TIC 219812966,0
2188,TIC 468997317,1
2189,TIC 219815295,0
2190,TIC 219817268,0
2191,TIC 265350422,1
2192,TIC 219817433,0
2193,TIC 138909439,0
2194,TIC 138909538,0
2195,TIC 138910149,0
2196,TIC 138909788,0
2197,TIC 33840683,1
2198,TIC 138932967,0
2199,TIC 270457662,1
2200,TIC 138933960,0
2201,TIC 138933288,0
2202,TIC 219818889,0
2203,TIC 219822384,0
2204,TIC 219822564,0
2205,TIC 224291038,0
2206,TIC 224295942,0
2207,TIC 45492609,1
2208,TIC 138957162,0
2209,TIC 138957458,0
2210,TIC 141265751,0
2211,TIC 141266243,0
2212,TIC 141266294,0
2213,TIC 142414209,0
2214,TIC 144315621,0
2215,TIC 144315764,0
2216,TIC 144332000,0
2217,TIC 270471065,1
2218,TIC 144329683,0
2219,TIC 144352074,0
2220,TIC 410358456,1
2221,TIC 144352436,0
2222,TIC 270604417,1
2223,TIC 144352653,0
2224,TIC 270679144,1
2225,TIC 144352880,0
